Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-Sep-12,1387,1395,1379.75,1385.9,1388.420301,89048,5542,123636051,31072,34.89,15.25,-1.1
8-Sep-12,1385.5,1387.2,1379.75,1383.1,1382.849882,8500,485,11754224,4294,50.52,7.45,-2.4
10-Sep-12,1387,1387,1350,1372.25,1374.131496,34427,1987,47307225,7358,21.37,37,-14.75
11-Sep-12,1356.8,1395,1356.8,1391.55,1384.476156,54291,3169,75164595,9921,18.27,38.2,34.75
12-Sep-12,1390,1420,1390,1412.4,1411.293538,208133,7411,293736758,110132,52.91,30,22.4
13-Sep-12,1410,1424.5,1410,1415.4,1416.240299,77953,3348,110400180,23328,29.93,14.5,5.4
14-Sep-12,1425,1438,1402.2,1411.95,1413.111615,180523,7216,255099148,110593,61.26,35.8,-13.05
17-Sep-12,1416,1420.65,1336.45,1340.9,1359.904244,289528,8560,393730356,174636,60.32,84.2,-75.1
18-Sep-12,1341,1344,1296.1,1300.4,1315.057761,234223,11598,308016774,88222,37.67,47.9,-40.6
20-Sep-12,1299,1331.35,1290.1,1321.5,1321.804174,135610,6911,179249864,34498,25.44,41.25,22.5
21-Sep-12,1321.8,1332.9,1299,1303.3,1315.025561,126482,5755,166327063,52218,41.28,33.9,-18.5
24-Sep-12,1306,1314,1277.5,1288.7,1287.063833,190215,8490,244818847,81253,42.72,36.5,-17.3
25-Sep-12,1290,1309.5,1283,1294.65,1298.151098,122252,5804,158701568,29708,24.3,26.5,4.65
26-Sep-12,1302,1305,1283.25,1286.35,1290.972712,77359,3771,99868358,18834,24.35,21.75,-15.65
27-Sep-12,1283,1299,1261.1,1269.3,1281.165638,135072,5577,173049605,47837,35.42,37.9,-13.7
28-Sep-12,1278,1306,1276.55,1294,1295.807117,98495,5420,127630522,22005,22.34,29.45,16
1-Oct-12,1298,1309.95,1295.6,1302.6,1302.443242,83354,4007,108563854,34048,40.85,14.35,4.6
3-Oct-12,1304,1324.8,1300.95,1321.65,1316.975748,92321,4579,121584518,34334,37.19,23.85,17.65
4-Oct-12,1320,1320.65,1308.25,1315.05,1314.968232,142094,3182,186849096,15367,10.81,12.4,-4.95
5-Oct-12,1315,1317.05,1269.95,1303.75,1298.335254,130343,6215,169228912,38792,29.76,47.1,-11.25
8-Oct-12,1307,1315.7,1285.25,1290.7,1299.310614,64733,3077,84108274,26636,41.15,30.45,-16.3
9-Oct-12,1293.5,1298.95,1286,1295.15,1292.587403,50376,2734,65115383,12499,24.81,12.95,1.65
10-Oct-12,1287.8,1302.4,1285,1289.4,1291.22407,62168,2917,80272818,27991,45.02,17.4,1.6
11-Oct-12,1287,1301.75,1286.35,1289.65,1294.081915,66374,3186,85893393,15089,22.73,15.4,2.65
12-Oct-12,1279,1312.15,1274,1298.15,1294.835799,157027,7146,203324181,24296,15.47,38.15,19.15
15-Oct-12,1295,1305,1286.25,1291,1293.349104,48126,2157,62243719,17051,35.43,18.75,-4
16-Oct-12,1301,1309,1290,1295.1,1300.975811,71479,2943,92992450,26969,37.73,19,-5.9
17-Oct-12,1303,1304.85,1272.9,1281.45,1283.73664,95113,5789,122100043,35804,37.64,31.95,-21.55
18-Oct-12,1282.25,1309,1280.75,1305.2,1295.642098,60606,3067,78523685,18577,30.65,28.25,22.95
19-Oct-12,1310,1313.85,1281.05,1290.3,1294.7243,196819,7148,254826342,78035,39.65,32.8,-19.7
22-Oct-12,1326,1334.9,1303,1319.5,1320.954382,288503,11721,381099302,50802,17.61,31.9,-6.5
23-Oct-12,1323,1323.45,1311,1313.3,1315.909148,60747,2612,79937533,14552,23.96,12.45,-9.7
25-Oct-12,1314.15,1323.8,1304,1315.9,1315.468853,71131,3225,93570615,26563,37.34,19.8,1.75
26-Oct-12,1305,1321.5,1305,1313.6,1314.062185,56621,2474,74403515,12010,21.21,16.5,8.6
29-Oct-12,1315,1319.75,1302.15,1307.55,1309.596162,36324,1821,47569771,10645,29.31,17.6,-7.45
30-Oct-12,1307.55,1321,1304,1309.2,1312.821559,51031,2259,66994597,17617,34.52,17,1.65
31-Oct-12,1310,1315.6,1303.55,1313.4,1310.804642,30375,2295,39815691,9769,32.16,12.05,3.4
1-Nov-12,1315,1319,1310.5,1313.2,1314.156513,21717,1409,28539537,8041,37.03,8.5,-1.8
2-Nov-12,1320,1337.8,1315,1331.15,1332.465021,150933,3954,201112943,106509,70.57,22.8,11.15
5-Nov-12,1332,1342.6,1325.25,1328.75,1333.963892,68184,3532,90954994,13438,19.71,17.35,-3.25
6-Nov-12,1329.1,1336.5,1319.25,1321,1326.063408,40878,2283,54206820,15945,39.01,17.25,-8.1
7-Nov-12,1323,1332.75,1322,1328.8,1328.479804,53005,2216,70416072,21439,40.45,10.75,5.8
8-Nov-12,1320,1334.5,1316,1330.25,1326.930942,40082,1675,53186046,11072,27.62,18.5,10.25
9-Nov-12,1330,1332.55,1320.2,1325.5,1327.715211,67039,1472,89008700,46583,69.49,12.35,-4.5
12-Nov-12,1324.9,1348,1316,1334.25,1337.376743,77578,3123,103751013,43823,56.49,32,9.35
13-Nov-12,1337.8,1339.8,1320.05,1325.05,1326.787784,21120,1149,28021758,10957,51.88,19.75,-12.75
15-Nov-12,1320,1323,1288,1295.55,1301.1581,38267,2390,49791417,13363,34.92,35,-24.45
16-Nov-12,1295,1306.4,1280.3,1285.95,1294.148886,47392,2889,61332304,14562,30.73,26.1,-9.05
19-Nov-12,1290,1292.75,1259,1261.5,1271.418856,73813,3684,93847240,41077,55.65,33.75,-28.5
20-Nov-12,1270.3,1282,1257.15,1273.8,1268.575701,50462,2433,64014867,11333,22.46,24.85,3.5
21-Nov-12,1280,1294,1276.25,1281.55,1283.107527,54433,2128,69843392,22331,41.02,17.75,1.55
22-Nov-12,1289,1289,1271.05,1278.1,1276.883517,42032,2388,53669968,11999,28.55,17.95,-10.9
23-Nov-12,1279,1291.25,1272.55,1288.1,1282.143986,43032,2176,55173220,9062,21.06,18.7,9.1
26-Nov-12,1288.1,1295,1286.85,1292.1,1291.419978,24006,1420,31001828,8157,33.98,8.15,4
27-Nov-12,1300,1300,1289.35,1295.1,1296.010629,24931,1265,32310841,10305,41.33,10.65,-4.9
29-Nov-12,1309,1320,1291.3,1298.05,1299.610768,82953,3531,107806612,28448,34.29,28.7,-10.95
30-Nov-12,1301,1324.9,1293.25,1312.85,1305.486353,116948,5326,152674018,60116,51.4,31.65,11.85
3-Dec-12,1315,1321.9,1305,1314.85,1312.164559,174928,4111,229534322,119921,68.55,16.9,-0.15
4-Dec-12,1316.95,1322,1295.05,1298.45,1300.609707,77921,2322,101344809,50037,64.22,26.95,-18.5
5-Dec-12,1297,1307.75,1288.55,1297.15,1296.907344,68015,2036,88209153,41388,60.85,19.2,0.15
6-Dec-12,1298,1298.05,1268.9,1282.4,1277.230133,89644,4995,114496018,35447,39.54,29.15,-15.6
7-Dec-12,1275,1281.8,1257,1267.95,1269.417817,390896,5481,496210347,72944,18.66,24.8,-7.05
10-Dec-12,1263,1268,1232.7,1236.3,1244.784887,181207,8422,225563735,77303,42.66,35.3,-26.7
11-Dec-12,1239,1243,1212.2,1220.5,1228.259299,139534,6201,171383933,63700,45.65,30.8,-18.5
12-Dec-12,1223.45,1240.75,1221.5,1226,1230.974307,86366,3856,106314327,42469,49.17,19.25,2.55
13-Dec-12,1238,1238,1216.55,1222.9,1226.43638,69224,3356,84898832,32554,47.03,21.45,-15.1
14-Dec-12,1218,1243.65,1218,1240.95,1236.80622,63469,3380,78498854,20278,31.95,25.65,22.95
17-Dec-12,1241,1250,1203,1205.85,1222.754293,403688,8359,493611235,142079,35.2,47,-35.15
18-Dec-12,1209.75,1223.75,1197.6,1210.9,1206.42114,153671,6132,185391943,44341,28.85,26.15,1.15
19-Dec-12,1215.75,1236.8,1215.75,1232.8,1230.721395,90411,4569,111270752,38623,42.72,21.05,17.05
20-Dec-12,1232,1251.8,1230.15,1248.4,1242.385498,79811,3910,99156029,31954,40.04,21.65,16.4
21-Dec-12,1250,1264.5,1236.6,1258.1,1255.585421,94315,5097,118420539,39682,42.07,27.9,8.1
24-Dec-12,1259.9,1271.25,1259.9,1263.2,1265.673218,41058,2391,51966011,16334,39.78,11.35,3.3
26-Dec-12,1270,1270,1255.35,1260,1261.375727,46611,2240,58793984,18005,38.63,14.65,-10
27-Dec-12,1264,1264,1248,1250.15,1254.446572,40007,1894,50186644,20430,51.07,16,-13.85
28-Dec-12,1255.9,1268.65,1250.85,1265.3,1261.505056,45989,2464,58015356,21160,46.01,17.8,9.4
31-Dec-12,1260,1266,1254.3,1258.55,1258.564348,27763,1594,34941522,9844,35.46,11.7,-1.45
1-Jan-13,1268,1268,1260,1263.45,1263.758718,30139,1632,38088424,7695,25.53,8,-4.55
2-Jan-13,1266,1272.75,1256.1,1262.65,1264.425264,52344,2712,66185076,17468,33.37,16.65,-3.35
3-Jan-13,1260,1282,1260,1278.3,1275.501396,61588,3104,78555580,21169,34.37,22,18.3
4-Jan-13,1282,1299.95,1281.15,1297.5,1291.212705,87605,4445,113116689,43700,49.88,18.8,15.5
7-Jan-13,1300,1301.7,1288.55,1290.55,1294.306121,108898,3766,140947348,65765,60.39,13.15,-9.45
8-Jan-13,1291,1303.95,1290.05,1298.3,1298.988435,47559,2074,61778591,13921,29.27,13.9,7.3
9-Jan-13,1297.5,1306.85,1273.15,1275.75,1282.754821,77270,3321,99118465,36625,47.4,33.7,-21.75
10-Jan-13,1276.3,1281.8,1255,1258.55,1265.393885,127626,4157,161497160,70277,55.06,26.8,-17.75
11-Jan-13,1288.5,1322.45,1288.5,1306.35,1306.240363,345648,13672,451499369,119180,34.48,33.95,17.85
14-Jan-13,1320,1348.05,1308.3,1334.3,1332.412931,436446,19188,581526294,88004,20.16,39.75,14.3
15-Jan-13,1390,1400,1326,1334.3,1362.874411,591953,25256,806757596,112343,18.98,74,-55.7
16-Jan-13,1339,1352.55,1309.3,1348.1,1337.063741,302633,12859,404639611,65484,21.64,43.25,9.1
17-Jan-13,1350,1371,1344.2,1362.25,1362.380205,228911,8649,311863815,90333,39.46,26.8,12.25
18-Jan-13,1366,1366,1337.7,1351.15,1352.458208,77048,3634,104204200,23117,30,28.3,-14.85
21-Jan-13,1355,1355,1329,1331.6,1336.442566,62994,3046,84187863,21371,33.93,26,-23.4
22-Jan-13,1324,1332,1307.55,1315.75,1321.431602,66091,2683,87334736,24332,36.82,24.45,-8.25
23-Jan-13,1319.8,1323.45,1300.1,1311.85,1310.726331,57237,3233,75022043,13725,23.98,23.35,-7.95
24-Jan-13,1310,1334,1309.95,1325.75,1327.356486,72345,6071,96027605,24702,34.14,24.05,15.75
25-Jan-13,1323,1344,1323,1337.8,1338.360624,40136,2558,53716442,13153,32.77,21,14.8
28-Jan-13,1342.2,1349.55,1339,1343.65,1344.340673,39146,2164,52625560,18766,47.94,10.55,1.45
29-Jan-13,1340,1355.85,1339,1342.5,1347.042772,52254,2242,70388373,25539,48.87,16.85,2.5
30-Jan-13,1340,1349.3,1333,1343.85,1344.214533,66992,1667,90051620,49175,73.4,16.3,3.85
31-Jan-13,1344.9,1352.2,1327.25,1342.75,1344.123435,90558,3026,121721130,64268,70.97,24.95,-2.15
1-Feb-13,1341.95,1352.1,1341.95,1346.4,1347.013492,98055,2858,132081408,73624,75.08,10.15,4.45
4-Feb-13,1347,1366,1345.05,1352.65,1356.026457,57829,3613,78417654,17875,30.91,20.95,5.65
5-Feb-13,1347.55,1364.8,1341,1359.8,1359.608162,117324,3112,159514668,84780,72.26,23.8,12.25
6-Feb-13,1363,1375.2,1363,1371,1367.987669,249787,4450,341705536,203522,81.48,12.2,8
7-Feb-13,1363,1390,1363,1387.5,1380.916077,208369,4938,287740102,151438,72.68,27,24.5
8-Feb-13,1383.55,1436,1383.55,1423.25,1422.818359,513067,13549,730001147,365572,71.25,52.45,39.7
11-Feb-13,1423.3,1429.25,1410.3,1414.45,1416.541692,204378,2332,289509958,168494,82.44,18.95,-8.85
12-Feb-13,1414,1415.75,1400,1408.25,1408.895784,41913,2245,59051049,13649,32.57,15.75,-5.75
13-Feb-13,1406.1,1437,1405,1430.55,1433.082125,245845,7114,352316075,156556,63.68,32,24.45
14-Feb-13,1425,1455,1425,1447,1448.342193,227810,6612,329946835,146423,64.27,30,22
15-Feb-13,1444,1451.4,1430.85,1441.1,1443.111923,171582,5631,247612030,105585,61.54,20.55,-2.9
18-Feb-13,1441.1,1446.05,1419.2,1424.95,1428.401444,54446,2155,77770745,20750,38.11,26.85,-16.15
19-Feb-13,1424.9,1449,1412.15,1442.7,1430.733632,49409,2996,70691118,15778,31.93,36.85,17.8
20-Feb-13,1443.05,1455,1443.05,1452.1,1451.91324,113025,3605,164102494,69322,61.33,11.95,9.05
21-Feb-13,1442,1455.55,1440.95,1448.1,1449.844849,80483,2974,116687863,39358,48.9,14.6,6.1
22-Feb-13,1449.95,1462.95,1375,1454.45,1453.87776,71433,3281,103854850,21465,30.05,87.95,4.5
25-Feb-13,1452,1473.9,1452,1471.3,1468.739656,128311,4433,188455454,63115,49.19,21.9,19.3
26-Feb-13,1464.9,1498,1463.95,1494.3,1486.167024,141046,7154,209617914,61290,43.45,34.05,29.4
27-Feb-13,1495,1501.7,1475.45,1483.05,1485.256129,69707,3538,103532749,18681,26.8,26.25,-11.95
28-Feb-13,1488,1520,1486,1514.75,1506.834865,134290,6805,202352854,54196,40.36,34,26.75
1-Mar-13,1512.2,1515,1496.2,1499.55,1501.523393,93939,5149,141051606,36110,38.44,18.8,-12.65
4-Mar-13,1495,1517,1490.25,1510.2,1506.338231,52068,3790,78432019,16350,31.4,26.75,15.2
5-Mar-13,1514.05,1543,1508.25,1540.25,1536.090423,166428,5255,255648457,103433,62.15,34.75,26.2
6-Mar-13,1539,1562,1538,1557.8,1551.285209,86158,4359,133655631,30800,35.75,24,18.8
7-Mar-13,1560,1598,1553,1590.45,1584.854037,362221,10467,574067414,201865,55.73,45,30.45
8-Mar-13,1590.4,1594.9,1574.3,1584.15,1582.925059,85414,4107,135203961,14977,17.53,20.6,-6.25
11-Mar-13,1571.05,1587.1,1556.95,1567.55,1570.635573,63390,3091,99562589,21849,34.47,30.15,-3.5
12-Mar-13,1555,1569.15,1549.3,1563.1,1558.857208,102597,3572,159934073,32301,31.48,19.85,8.1
13-Mar-13,1559.95,1559.95,1545.1,1550.05,1551.358514,44347,2136,68798096,8146,18.37,14.85,-9.9
14-Mar-13,1555,1577.7,1544,1567.85,1560.903653,77553,3175,121052761,22813,29.42,33.7,12.85
15-Mar-13,1571,1579.9,1561,1570.9,1571.952559,83156,3559,130717287,25644,30.84,18.9,-0.1
18-Mar-13,1558,1575,1555,1564.85,1562.990645,33029,1773,51624018,7409,22.43,20,6.85
19-Mar-13,1558.2,1562.95,1540,1545.1,1548.093338,48501,2576,75084075,7735,15.95,22.95,-13.1
20-Mar-13,1540,1572,1540,1557.1,1557.039529,223504,5227,348004563,146408,65.51,32,17.1
21-Mar-13,1559,1573.95,1553.3,1560.8,1564.684186,48804,2603,76362847,10170,20.84,20.65,1.8
22-Mar-13,1558.25,1560,1532.1,1540.95,1545.795876,51557,2562,79696598,13856,26.88,27.9,-17.3
25-Mar-13,1550,1551.15,1522.05,1545,1541.907308,53392,2425,82325515,23747,44.48,29.1,-5
26-Mar-13,1544.85,1568.9,1538.5,1557.35,1556.375834,51850,3039,80698087,11518,22.21,30.4,12.5
28-Mar-13,1551,1579.55,1533,1571.8,1547.728571,148326,2942,229568388,101156,68.2,46.55,20.8
1-Apr-13,1558,1572,1550,1554.95,1563.27058,109247,2359,170782621,12991,11.89,22,-3.05
2-Apr-13,1554.95,1571.95,1541,1566.65,1552.111118,209804,2482,325639121,174747,83.29,30.95,11.7
3-Apr-13,1569,1575,1532.35,1543.3,1554.319445,33865,2237,52637028,10615,31.35,42.65,-25.7
4-Apr-13,1535.05,1536.15,1501.55,1506.9,1512.839093,60799,3631,91979104,15324,25.2,34.6,-28.15
5-Apr-13,1501,1506,1486,1500,1496.664547,49846,2494,74602741,10220,20.5,20,-1
8-Apr-13,1494,1497.95,1476.05,1481,1482.846186,28736,1918,42611068,8084,28.13,21.9,-13
9-Apr-13,1481,1512,1478,1497.3,1498.550724,108548,3830,162664684,51698,47.63,34,16.3
10-Apr-13,1502,1540,1502,1530.05,1518.724081,90755,5490,137831804,16835,18.55,38,28.05
11-Apr-13,1540,1549,1521.3,1536.3,1536.15431,75238,3538,115577178,15070,20.03,27.7,-3.7
12-Apr-13,1484,1530,1480,1511.3,1505.147715,190285,9095,286407033,53688,28.21,50,27.3
15-Apr-13,1515,1516.05,1449.3,1475.4,1474.727783,262438,17653,387024610,79238,30.19,66.75,-39.6
16-Apr-13,1473.1,1494.75,1458.2,1484.85,1475.19113,112421,6362,165842462,24989,22.23,36.55,11.75
17-Apr-13,1495,1500,1432.1,1459.2,1460.213339,348492,14657,508872667,104285,29.92,67.9,-35.8
18-Apr-13,1485,1485,1429,1450.7,1451.050364,512510,21436,743677822,93483,18.24,56,-34.3
22-Apr-13,1444,1457.2,1424.45,1425.25,1434.359763,153062,6802,219545974,57212,37.38,32.75,-18.75
23-Apr-13,1430,1446.9,1425,1429.6,1434.44651,107422,5717,154091113,33323,31.02,21.9,-0.4
25-Apr-13,1430.2,1433,1399.35,1402.1,1408.303608,258336,11659,363815521,97621,37.79,33.65,-28.1
26-Apr-13,1400,1402.05,1365,1368.2,1374.974975,241162,10628,331591715,112928,46.83,37.05,-31.8
29-Apr-13,1368.9,1385.55,1365,1370.7,1373.982961,172664,8002,237237394,67892,39.32,20.55,1.8
30-Apr-13,1364,1380.95,1364,1376.25,1372.78545,134402,6493,184505110,56424,41.98,16.95,12.25
2-May-13,1375,1433.55,1374,1429.1,1415.704792,175595,9799,248590683,61614,35.09,59.55,54.1
3-May-13,1425,1446.8,1408.2,1418.75,1426.868542,142821,6741,203786792,36920,25.85,38.6,-6.25
6-May-13,1422,1468.3,1422,1464.85,1454.231172,124842,7000,181549128,38054,30.48,46.3,42.85
7-May-13,1470,1479,1457,1469.05,1467.339238,79366,3697,116456846,18939,23.86,22,-0.95
8-May-13,1466.05,1488.55,1466.05,1476.35,1479.255519,78507,3410,116131913,20790,26.48,22.5,10.3
9-May-13,1475,1503.75,1475,1498.85,1497.461771,109812,6343,164439272,50374,45.87,28.75,23.85
10-May-13,1500,1509.9,1491.05,1494.55,1498.832008,53955,2571,80869481,25879,47.96,18.85,-5.45
11-May-13,1495,1495,1483.3,1487.65,1487.990072,7353,343,10941191,4017,54.63,11.7,-7.35
13-May-13,1481.1,1481.1,1446.5,1451.65,1460.079295,72300,3858,105563733,29300,40.53,34.6,-29.45
14-May-13,1454.35,1470,1444,1457.7,1458.939724,68667,2560,100181014,28956,42.17,26,3.35
15-May-13,1452,1474.4,1450.95,1469.25,1463.796087,71766,3447,105050790,17788,24.79,23.45,17.25
16-May-13,1469.1,1469.25,1448.15,1454.2,1454.775258,74067,2853,107750839,32280,43.58,21.1,-14.9
17-May-13,1460,1477,1454.5,1468,1465.952301,107402,3342,157446209,59256,55.17,22.5,8
20-May-13,1459,1483,1459,1477.75,1470.818745,63612,2816,93561722,27376,43.04,24,18.75
21-May-13,1464,1501.55,1464,1492.95,1494.094899,135944,4350,203113237,65200,47.96,37.55,28.95
22-May-13,1500,1508,1492.5,1495.25,1498.027655,80129,3011,120035458,33409,41.69,15.5,-4.75
23-May-13,1495,1525.2,1478.55,1493.8,1498.548628,216163,4864,323930767,147906,68.42,46.65,-1.2
24-May-13,1500,1502.45,1465,1470,1475.956653,49208,2465,72628875,10687,21.72,37.45,-30
27-May-13,1470,1499.9,1459.75,1497.6,1486.678322,71814,3774,106764317,37819,52.66,40.15,27.6
28-May-13,1490,1517,1490,1514.4,1505.812439,60583,3021,91226635,17939,29.61,27,24.4
29-May-13,1520,1528.1,1486,1497,1507.19118,73789,3736,111214130,15254,20.67,42.1,-23
30-May-13,1490,1511.8,1487.1,1498.55,1500.298354,79523,3195,119308226,30220,38,24.7,8.55
31-May-13,1500,1509.45,1475.1,1499.6,1498.191341,93613,3247,140250186,48399,51.7,34.35,-0.4
3-Jun-13,1500,1514,1455,1470.5,1474.764618,163224,9063,240716980,109909,67.34,59,-29.5
4-Jun-13,1471.75,1473.8,1450.7,1464.8,1461.602115,49547,2578,72418000,15603,31.49,23.1,-6.95
5-Jun-13,1465,1472,1452.6,1467.9,1464.703971,70162,3684,102766560,23790,33.91,19.4,2.9
6-Jun-13,1454,1478.7,1452.5,1471.85,1470.294113,91968,2848,135220009,47886,52.07,26.2,17.85
7-Jun-13,1471.85,1539,1470,1523.1,1500.910257,344339,9931,516821937,45578,13.24,69,51.25
10-Jun-13,1530,1544.75,1520,1525.95,1533.086948,66327,3422,101685058,19677,29.67,24.75,-4.05
11-Jun-13,1533,1540.8,1490.65,1498.65,1518.0307,110878,4434,168316208,54604,49.25,50.15,-34.35
12-Jun-13,1497,1497,1462,1467.85,1471.55291,108175,3750,159185236,63036,58.27,35,-29.15
13-Jun-13,1465,1465.2,1435,1444.25,1449.091527,47407,3042,68697082,17532,36.98,30.2,-20.75
14-Jun-13,1440.35,1457.3,1432.35,1450.25,1446.530721,72752,3534,105238003,22140,30.43,24.95,9.9
17-Jun-13,1455,1459,1430.1,1452.35,1446.724953,63640,4935,92069576,8942,14.05,28.9,-2.65
18-Jun-13,1450,1458,1443,1448.4,1449.287487,70657,4399,102402306,22036,31.19,15,-1.6
19-Jun-13,1456,1458,1425,1429.1,1433.359571,67728,5169,97078577,16234,23.97,33,-26.9
20-Jun-13,1425,1433.6,1400,1404.15,1418.496411,101013,7338,143286578,32655,32.33,33.6,-20.85
21-Jun-13,1410,1444,1410,1422.55,1421.346703,67415,3811,95820088,28910,42.88,34,12.55
24-Jun-13,1415,1432.5,1400.75,1409.85,1418.232263,47640,3601,67564585,11797,24.76,31.75,-5.15
25-Jun-13,1415,1426.15,1382.95,1394.05,1410.701446,51659,3286,72875426,17931,34.71,43.2,-20.95
26-Jun-13,1391,1441.6,1382.1,1433.65,1420.025339,97914,6849,139040361,19871,20.29,59.5,42.65
27-Jun-13,1442.5,1496,1442.5,1488.8,1467.255178,114967,9246,168685926,32573,28.33,53.5,46.3
28-Jun-13,1490,1525,1455,1518.4,1494.8164,165681,11182,247662676,49189,29.69,70,28.4
1-Jul-13,1508,1515.1,1484.05,1491.7,1495.108299,59197,4316,88505926,11293,19.08,31.05,-16.3
2-Jul-13,1494.05,1506.9,1474,1499.95,1497.766216,38125,2928,57102337,13847,36.32,32.9,5.9
3-Jul-13,1490,1519,1465.25,1485.7,1489.785956,65080,5487,96955270,15007,23.06,53.75,-4.3
4-Jul-13,1500,1537.3,1493.25,1534.15,1521.62987,94937,7094,144458975,33736,35.54,44.05,34.15
5-Jul-13,1540,1557.1,1520,1527.35,1539.047847,87467,6375,134615898,21034,24.05,37.1,-12.65
8-Jul-13,1530,1536.7,1501,1508.6,1513.160567,108808,4441,164643975,69830,64.18,35.7,-21.4
9-Jul-13,1508,1521.75,1500,1504.4,1507.921201,62057,3568,93577066,21604,34.81,21.75,-3.6
10-Jul-13,1510,1526.35,1499,1513.4,1516.450035,158201,4145,239903912,120945,76.45,27.35,3.4
11-Jul-13,1518,1568.25,1518,1560.3,1551.242708,122567,7157,190131165,54490,44.46,50.25,42.3
12-Jul-13,1596.3,1622.75,1576.3,1606.1,1605.967444,210867,14061,338645537,56628,26.85,46.45,9.8
15-Jul-13,1600,1647,1598.95,1641.4,1634.369135,134371,10453,219611815,45243,33.67,48.05,41.4
16-Jul-13,1625,1664.8,1620,1648.95,1650.433766,151697,6678,250365851,79432,52.36,44.8,23.95
17-Jul-13,1649.35,1684,1648.5,1673.95,1672.196866,115185,7034,192611996,47722,41.43,35.5,24.6
18-Jul-13,1682,1695,1644.9,1660.15,1665.359339,148854,9838,247895399,38478,25.85,50.1,-21.85
19-Jul-13,1700,1755,1700,1741.9,1740.31801,822997,36595,1432276501,353486,42.95,55,41.9
22-Jul-13,1739,1758.6,1717,1745.85,1745.472756,148895,8077,259892166,57005,38.29,41.6,6.85
23-Jul-13,1751,1780,1744.1,1749.8,1757.601821,80185,5207,140933302,23022,28.71,35.9,-1.2
24-Jul-13,1745,1791,1740,1782.6,1778.609556,137290,8298,244185306,51333,37.39,51,37.6
25-Jul-13,1788.7,1808,1767,1793.35,1784.244751,158504,14320,282809930,63352,39.97,41,4.65
26-Jul-13,1792,1799.7,1750.6,1772.45,1777.893771,86869,6654,154443854,12212,14.06,49.1,-19.55
29-Jul-13,1758,1794.1,1755,1779.7,1782.100932,126204,6743,224908266,79380,62.9,39.1,21.7
30-Jul-13,1779.7,1804.5,1776,1790.85,1793.887058,132333,7514,237390456,77974,58.92,28.5,11.15
31-Jul-13,1789,1830.1,1789,1815.1,1817.67694,208525,11028,379031084,114525,54.92,41.1,26.1
1-Aug-13,1810,1832,1790,1815.2,1817.026837,191152,8851,347328314,110672,57.9,42,5.2
2-Aug-13,1820,1849.5,1816,1845.35,1842.158491,114713,6470,211319527,55640,48.5,33.5,25.35
5-Aug-13,1838.2,1876,1838.2,1866.65,1868.453715,218743,8001,408711171,165985,75.88,37.8,28.45
6-Aug-13,1869,1881,1865.85,1870.5,1870.577927,223691,5295,418431447,183094,81.85,15.15,1.5
7-Aug-13,1866.35,1890.3,1812.4,1819.7,1841.379102,187079,8970,344483361,100126,53.52,77.9,-46.65
8-Aug-13,1817.65,1854.5,1782,1846.05,1831.017613,125870,9337,230470187,34736,27.6,72.5,28.4
12-Aug-13,1840,1840,1805.5,1814.6,1818.719025,51574,4495,93798615,20013,38.8,34.5,-25.4
13-Aug-13,1825,1844.2,1810,1818.85,1828.288419,50555,4353,92429121,14805,29.28,34.2,-6.15
14-Aug-13,1819,1857.35,1802.15,1830.55,1833.761266,90008,6353,165053184,18038,20.04,55.2,11.55
16-Aug-13,1826.1,1826.7,1758,1780.2,1787.880189,96193,7451,171981559,25620,26.63,68.7,-45.9
19-Aug-13,1782,1807.3,1756,1777.9,1782.115581,129433,7766,230664566,44888,34.68,51.3,-4.1
20-Aug-13,1781,1785,1726,1735.35,1746.055801,84658,6887,147817592,28317,33.45,59,-45.65
21-Aug-13,1736,1741.7,1701,1717,1721.172007,136122,8462,234289376,62376,45.82,40.7,-19
22-Aug-13,1710,1793.95,1691,1779.4,1743.214023,122211,9057,213039929,33665,27.55,102.95,69.4
